conversation_id,turn_id,role,message,channel,scenario,category,subcategory,locale,sentiment,status,priority,source,message_clean,memory_type,tags,keywords,confidence,source_reference,notes
conv_1,1,customer,What is Multivitamins Tablets?,chat,support_ticket,informational,product_info,en-IN,neutral,open,medium,intent_dataset,What is Multivitamins Tablets?,ticket_memory,informational;product_info,what is multivitamins tablets,high,intent_dataset,synthetic or source-backed conversation example
faqconv_70,2,agent,"Aayushmaan and YumDum products emphasize pure, authentic ingredients. Please check the specific packaging for organic certification.",email,customer_journey,faq,general_info,en-IN,positive,resolved,low,faq_dataset,"Aayushmaan and YumDum products emphasize pure, authentic ingredients. Please check the specific packaging for organic certification.",journey_memory,faq;general_info,aayushmaan and yumdum products emphasize pure authentic ingredients,high,faq_dataset,synthetic or source-backed conversation example
faqconv_71,1,customer,How should it be stored?,email,customer_journey,faq,storage,en-IN,neutral,resolved,low,faq_dataset,How should it be stored?,journey_memory,faq;storage,how should it be stored,high,faq_dataset,synthetic or source-backed conversation example
faqconv_71,2,agent,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,email,customer_journey,faq,storage,en-IN,positive,resolved,low,faq_dataset,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,journey_memory,faq;storage,information not available in source documents requires verification,high,faq_dataset,synthetic or source-backed conversation example
faqconv_72,1,customer,What is the shelf life / expiry?,email,customer_journey,faq,shelf_life,en-IN,neutral,resolved,low,faq_dataset,What is the shelf life / expiry?,journey_memory,faq;shelf_life,what is the shelf life expiry,high,faq_dataset,synthetic or source-backed conversation example
faqconv_72,2,agent,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,email,customer_journey,faq,shelf_life,en-IN,positive,resolved,low,faq_dataset,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,journey_memory,faq;shelf_life,information not available in source documents requires verification,high,faq_dataset,synthetic or source-backed conversation example
faqconv_73,1,customer,What are the ingredients?,email,customer_journey,faq,ingredients,en-IN,neutral,resolved,low,faq_dataset,What are the ingredients?,journey_memory,faq;ingredients,what are the ingredients,high,faq_dataset,synthetic or source-backed conversation example
faqconv_73,2,agent,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,email,customer_journey,faq,ingredients,en-IN,positive,resolved,low,faq_dataset,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,journey_memory,faq;ingredients,information not available in source documents requires verification,high,faq_dataset,synthetic or source-backed conversation example
faqconv_74,1,customer,Who should avoid it / contraindications?,email,customer_journey,faq,safety,en-IN,neutral,resolved,low,faq_dataset,Who should avoid it / contraindications?,journey_memory,faq;safety,who should avoid it contraindications,high,faq_dataset,synthetic or source-backed conversation example
faqconv_74,2,agent,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,email,customer_journey,faq,safety,en-IN,positive,resolved,low,faq_dataset,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,journey_memory,faq;safety,information not available in source documents requires verification,high,faq_dataset,synthetic or source-backed conversation example
faqconv_75,1,customer,How does it compare to other FOOD PRODUCTS products?,email,customer_journey,faq,comparison,en-IN,neutral,resolved,low,faq_dataset,How does it compare to other FOOD PRODUCTS products?,journey_memory,faq;comparison,how does it compare to other food products,high,faq_dataset,synthetic or source-backed conversation example
faqconv_75,2,agent,This product is uniquely formulated under the Aayushmaan / YumDum / Total Joy brand. Specific comparison requires more details on the exact variant you are comparing it to.,email,customer_journey,faq,comparison,en-IN,positive,resolved,low,faq_dataset,This product is uniquely formulated under the Aayushmaan / YumDum / Total Joy brand. Specific comparison requires more details on the exact variant you are comparing it to.,journey_memory,faq;comparison,this product is uniquely formulated under the aayushmaan,high,faq_dataset,synthetic or source-backed conversation example
faqconv_76,1,customer,What is the pack size?,email,customer_journey,faq,dosage,en-IN,neutral,resolved,low,faq_dataset,What is the pack size?,journey_memory,faq;dosage,what is the pack size,high,faq_dataset,synthetic or source-backed conversation example
faqconv_76,2,agent,This specific item comes in a 200g pack size.,email,customer_journey,faq,dosage,en-IN,positive,resolved,low,faq_dataset,This specific item comes in a 200g pack size.,journey_memory,faq;dosage,this specific item comes in a 200g pack,high,faq_dataset,synthetic or source-backed conversation example
faqconv_77,1,customer,Who manufactures this product?,email,customer_journey,faq,general_info,en-IN,neutral,resolved,low,faq_dataset,Who manufactures this product?,journey_memory,faq;general_info,who manufactures this product,high,faq_dataset,synthetic or source-backed conversation example
faqconv_77,2,agent,This product is associated with Adila Biotech / Dayjoy Marketing Pvt. Ltd..,email,customer_journey,faq,general_info,en-IN,positive,resolved,low,faq_dataset,This product is associated with Adila Biotech / Dayjoy Marketing Pvt. Ltd..,journey_memory,faq;general_info,this product is associated with adila biotech dayjoy,high,faq_dataset,synthetic or source-backed conversation example
faqconv_78,1,customer,What is Dhaniya Powder (500g)?,email,customer_journey,faq,general_info,en-IN,neutral,resolved,low,faq_dataset,What is Dhaniya Powder (500g)?,journey_memory,faq;general_info,what is dhaniya powder 500g,high,faq_dataset,synthetic or source-backed conversation example
faqconv_78,2,agent,"Dhaniya Powder (500g) is a product under the FOOD PRODUCTS category, offered by the brand Aayushmaan / YumDum / Total Joy.",email,customer_journey,faq,general_info,en-IN,positive,resolved,low,faq_dataset,"Dhaniya Powder (500g) is a product under the FOOD PRODUCTS category, offered by the brand Aayushmaan / YumDum / Total Joy.",journey_memory,faq;general_info,dhaniya powder 500g is a product under the,high,faq_dataset,synthetic or source-backed conversation example
faqconv_79,1,customer,What is the price and business volume (BV) for Dhaniya Powder (500g)?,email,customer_journey,faq,pricing,en-IN,neutral,resolved,low,faq_dataset,What is the price and business volume (BV) for Dhaniya Powder (500g)?,journey_memory,faq;pricing,what is the price and business volume bv,high,faq_dataset,synthetic or source-backed conversation example
faqconv_79,2,agent,"The MRP is ₹210.0, Distributor Price (DP) is ₹170.0, and the Business Volume (BV) is 30.0.",email,customer_journey,faq,pricing,en-IN,positive,resolved,low,faq_dataset,"The MRP is ₹210.0, Distributor Price (DP) is ₹170.0, and the Business Volume (BV) is 30.0.",journey_memory,faq;pricing,the mrp is 210 0 distributor price dp,high,faq_dataset,synthetic or source-backed conversation example
faqconv_80,1,customer,Who should use this?,email,customer_journey,faq,usage,en-IN,neutral,resolved,low,faq_dataset,Who should use this?,journey_memory,faq;usage,who should use this,high,faq_dataset,synthetic or source-backed conversation example
faqconv_80,2,agent,"Anyone looking for premium, wholesome food and spice products to enhance their daily meals.",email,customer_journey,faq,usage,en-IN,positive,resolved,low,faq_dataset,"Anyone looking for premium, wholesome food and spice products to enhance their daily meals.",journey_memory,faq;usage,anyone looking for premium wholesome food and spice,high,faq_dataset,synthetic or source-backed conversation example
faqconv_81,1,customer,Is this product organic?,email,customer_journey,faq,general_info,en-IN,neutral,resolved,low,faq_dataset,Is this product organic?,journey_memory,faq;general_info,is this product organic,high,faq_dataset,synthetic or source-backed conversation example
faqconv_81,2,agent,"Aayushmaan and YumDum products emphasize pure, authentic ingredients. Please check the specific packaging for organic certification.",email,customer_journey,faq,general_info,en-IN,positive,resolved,low,faq_dataset,"Aayushmaan and YumDum products emphasize pure, authentic ingredients. Please check the specific packaging for organic certification.",journey_memory,faq;general_info,aayushmaan and yumdum products emphasize pure authentic ingredients,high,faq_dataset,synthetic or source-backed conversation example
faqconv_82,1,customer,How should it be stored?,email,customer_journey,faq,storage,en-IN,neutral,resolved,low,faq_dataset,How should it be stored?,journey_memory,faq;storage,how should it be stored,high,faq_dataset,synthetic or source-backed conversation example
faqconv_82,2,agent,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,email,customer_journey,faq,storage,en-IN,positive,resolved,low,faq_dataset,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,journey_memory,faq;storage,information not available in source documents requires verification,high,faq_dataset,synthetic or source-backed conversation example
faqconv_83,1,customer,What is the shelf life / expiry?,email,customer_journey,faq,shelf_life,en-IN,neutral,resolved,low,faq_dataset,What is the shelf life / expiry?,journey_memory,faq;shelf_life,what is the shelf life expiry,high,faq_dataset,synthetic or source-backed conversation example
faqconv_83,2,agent,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,email,customer_journey,faq,shelf_life,en-IN,positive,resolved,low,faq_dataset,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,journey_memory,faq;shelf_life,information not available in source documents requires verification,high,faq_dataset,synthetic or source-backed conversation example
faqconv_84,1,customer,What are the ingredients?,email,customer_journey,faq,ingredients,en-IN,neutral,resolved,low,faq_dataset,What are the ingredients?,journey_memory,faq;ingredients,what are the ingredients,high,faq_dataset,synthetic or source-backed conversation example
faqconv_84,2,agent,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,email,customer_journey,faq,ingredients,en-IN,positive,resolved,low,faq_dataset,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,journey_memory,faq;ingredients,information not available in source documents requires verification,high,faq_dataset,synthetic or source-backed conversation example
