intent_id,question,answer,intent_category,subcategory,product_name,product_code,sku,confidence,source_reference,notes,normalized_question,normalized_symptom,recommended_product,intent_bucket,approved_by
2640,DP of DJP1051,The Distributor Price (DP) is ₹145.0.,pricing,dp,Seabuckthron Facial Fluid (10ml),DJP1051,DJ-PER-0052,high,Price List,,dp djp1051,dp djp1051,Seabuckthron Facial Fluid (10ml),internal_distributor_intent,
2646,"How much is in one pack of T-shirt New Design (L, M, XL)?","The pack size is L, M, XL.",informational,pack_size,"T-shirt New Design (L, M, XL)",DJP1122,DJ-CLO-0123,high,Products Master,,how much one pack t shirt new design l m xl,how much one pack t shirt new design l m xl,"T-shirt New Design (L, M, XL)",internal_distributor_intent,
2704,How much BV for Amara Beauty Kajal?,The Business Volume (BV) is 65.0.,pricing,bv,Amara Beauty Kajal,DJP1063,DJ-COL-0064,high,Price List,,how much bv amara beauty kajal,how much bv amara beauty kajal,Amara Beauty Kajal,internal_distributor_intent,
2715,DP of DJP1041,The Distributor Price (DP) is ₹245.0.,pricing,dp,Regain Aloevera Shampoo (300ml),DJP1041,DJ-PER-0042,high,Price List,,dp djp1041,dp djp1041,Regain Aloevera Shampoo (300ml),internal_distributor_intent,
2720,How much is in one pack of Seabuckthron Juice (1 Ltr.)?,The pack size is 1 Ltr..,informational,pack_size,Seabuckthron Juice (1 Ltr.),DJP1103,DJ-HEA-0104,high,Products Master,,how much one pack seabuckthron juice 1 ltr,how much one pack seabuckthron juice 1 ltr,Seabuckthron Juice (1 Ltr.),internal_distributor_intent,
2721,How much BV for Amara Beauty Eyeliner?,The Business Volume (BV) is 105.0.,pricing,bv,Amara Beauty Eyeliner,DJP1064,DJ-COL-0065,high,Price List,,how much bv amara beauty eyeliner,how much bv amara beauty eyeliner,Amara Beauty Eyeliner,internal_distributor_intent,
2722,How much is in one pack of Dhaniya Powder (200g)?,The pack size is 200g.,informational,pack_size,Dhaniya Powder (200g),DJP1006,DJ-FOO-0007,high,Products Master,,how much one pack dhaniya powder 200g,how much one pack dhaniya powder 200g,Dhaniya Powder (200g),internal_distributor_intent,
2724,How much BV for N-SF 9.5 Mineraliser?,The Business Volume (BV) is 450.0.,pricing,bv,N-SF 9.5 Mineraliser,DJP1144,DJ-AQU-0145,high,Price List,,how much bv n sf 9 5 mineraliser,how much bv n sf 9 5 mineraliser,N-SF 9.5 Mineraliser,internal_distributor_intent,
2738,DP of DJP1078,The Distributor Price (DP) is ₹115.0.,pricing,dp,Arogya Churn (100g),DJP1078,DJ-HEA-0079,high,Price List,,dp djp1078,dp djp1078,Arogya Churn (100g),internal_distributor_intent,
2739,How much is in one pack of Giloe Extract (60 Veg Capsules)?,The pack size is 60 Veg Capsules.,informational,pack_size,Giloe Extract (60 Veg Capsules),DJP1085,DJ-HEA-0086,high,Products Master,,how much one pack giloe extract 60 veg capsules,how much one pack giloe extract 60 veg capsules,Giloe Extract (60 Veg Capsules),internal_distributor_intent,
2740,How much BV for Nano Tech-19 (500ml)?,The Business Volume (BV) is 425.0.,pricing,bv,Nano Tech-19 (500ml),DJP1124,DJ-AGR-0125,high,Price List,,how much bv nano tech 19 500ml,how much bv nano tech 19 500ml,Nano Tech-19 (500ml),internal_distributor_intent,
2753,How much is in one pack of Dayjoy Leather Bag?,The pack size is nan.,informational,pack_size,Dayjoy Leather Bag,DJP1147,DJ-PRO-0148,high,Products Master,,how much one pack dayjoy leather bag,how much one pack dayjoy leather bag,Dayjoy Leather Bag,internal_distributor_intent,
2760,How much is in one pack of Luxury Saffron Soap (100g)?,The pack size is 100g.,informational,pack_size,Luxury Saffron Soap (100g),DJP1031,DJ-PER-0032,high,Products Master,,how much one pack luxury saffron soap 100g,how much one pack luxury saffron soap 100g,Luxury Saffron Soap (100g),internal_distributor_intent,
2777,DP of DJP1016,The Distributor Price (DP) is ₹15.0.,pricing,dp,Mirchi Powder (25g),DJP1016,DJ-FOO-0017,high,Price List,,dp djp1016,dp djp1016,Mirchi Powder (25g),internal_distributor_intent,
2790,DP of DJP1086,The Distributor Price (DP) is ₹100.0.,pricing,dp,Eye Elixir Drops (10ml),DJP1086,DJ-HEA-0087,high,Price List,,dp djp1086,dp djp1086,Eye Elixir Drops (10ml),internal_distributor_intent,
2792,How much BV for Kasuri Methi (50g)?,The Business Volume (BV) is 9.0.,pricing,bv,Kasuri Methi (50g),DJP1015,DJ-FOO-0016,high,Price List,,how much bv kasuri methi 50g,how much bv kasuri methi 50g,Kasuri Methi (50g),internal_distributor_intent,
2824,How much BV for Kidney Kawach (300 g)?,The Business Volume (BV) is 840.0.,pricing,bv,Kidney Kawach (300 g),DJP1091,DJ-HEA-0092,high,Price List,,how much bv kidney kawach 300 g,how much bv kidney kawach 300 g,Kidney Kawach (300 g),internal_distributor_intent,
2828,How much BV for Di-beat (60 Tab)?,The Business Volume (BV) is 375.0.,pricing,bv,Di-beat (60 Tab),DJP1079,DJ-HEA-0080,high,Price List,,how much bv di beat 60 tab,how much bv di beat 60 tab,Di-beat (60 Tab),internal_distributor_intent,
2833,How much is in one pack of Joy-O-Zyme (500ml)?,The pack size is 500ml.,informational,pack_size,Joy-O-Zyme (500ml),DJP1130,DJ-AGR-0131,high,Products Master,,how much one pack joy o zyme 500ml,how much one pack joy o zyme 500ml,Joy-O-Zyme (500ml),internal_distributor_intent,
2842,How much is in one pack of L-Arginine++ - Energy Drink (100g)?,The pack size is 100g.,informational,pack_size,L-Arginine++ - Energy Drink (100g),DJP1108,DJ-HEA-0109,high,Products Master,,how much one pack l arginine energy drink 100g,how much one pack l arginine energy drink 100g,L-Arginine++ - Energy Drink (100g),internal_distributor_intent,
2861,How much is in one pack of Kidney Kawach (300 g)?,The pack size is 300 g.,informational,pack_size,Kidney Kawach (300 g),DJP1091,DJ-HEA-0092,high,Products Master,,how much one pack kidney kawach 300 g,how much one pack kidney kawach 300 g,Kidney Kawach (300 g),internal_distributor_intent,
2864,How much BV for Astheal Cough Syrup (100ml)?,The Business Volume (BV) is 32.0.,pricing,bv,Astheal Cough Syrup (100ml),DJP1074,DJ-HEA-0075,high,Price List,,how much bv astheal cough syrup 100ml,how much bv astheal cough syrup 100ml,Astheal Cough Syrup (100ml),internal_distributor_intent,
2870,How much BV for Veg Biryani with Shahi Gravy?,The Business Volume (BV) is 17.0.,pricing,bv,Veg Biryani with Shahi Gravy,DJP1023,DJ-FOO-0024,high,Price List,,how much bv veg biryani shahi gravy,how much bv veg biryani shahi gravy,Veg Biryani with Shahi Gravy,internal_distributor_intent,
2874,DP of DJP1098,The Distributor Price (DP) is ₹825.0.,pricing,dp,Orthofix (60 Tab),DJP1098,DJ-HEA-0099,high,Price List,,dp djp1098,dp djp1098,Orthofix (60 Tab),internal_distributor_intent,
2886,How much BV for Advanced Calcium Tablets?,The Business Volume (BV) is 130.0.,pricing,bv,Advanced Calcium Tablets,DJP1077,DJ-HEA-0078,high,Price List,,how much bv advanced calcium tablets,how much bv advanced calcium tablets,Advanced Calcium Tablets,internal_distributor_intent,
2887,DP of DJP1054,The Distributor Price (DP) is ₹99.0.,pricing,dp,WildMuse Premium Loofah,DJP1054,DJ-PER-0055,high,Price List,,dp djp1054,dp djp1054,WildMuse Premium Loofah,internal_distributor_intent,
2889,DP of DJP1047,The Distributor Price (DP) is ₹145.0.,pricing,dp,Seabuckthron Scrub (30g),DJP1047,DJ-PER-0048,high,Price List,,dp djp1047,dp djp1047,Seabuckthron Scrub (30g),internal_distributor_intent,
2891,DP of DJP1000,The Distributor Price (DP) is ₹49.0.,pricing,dp,Black Salt Sprinkler (200g),DJP1000,DJ-FOO-0001,high,Price List,,dp djp1000,dp djp1000,Black Salt Sprinkler (200g),internal_distributor_intent,
2908,How much is in one pack of Total Joy Rice Bran Oil (2 Litre)?,The pack size is 2 Litre.,informational,pack_size,Total Joy Rice Bran Oil (2 Litre),DJP1022,DJ-FOO-0023,high,Products Master,,how much one pack total joy rice bran oil 2 litre,how much one pack total joy rice bran oil 2 litre,Total Joy Rice Bran Oil (2 Litre),internal_distributor_intent,
2913,DP of DJP1140,The Distributor Price (DP) is ₹14999.0.,pricing,dp,New Perfect-Ion,DJP1140,DJ-AQU-0141,high,Price List,,dp djp1140,dp djp1140,New Perfect-Ion,internal_distributor_intent,
2922,How much is in one pack of JoyProtect (500ml)?,The pack size is 500ml.,informational,pack_size,JoyProtect (500ml),DJP1134,DJ-AGR-0135,high,Products Master,,how much one pack joyprotect 500ml,how much one pack joyprotect 500ml,JoyProtect (500ml),internal_distributor_intent,
2930,DP of DJP1084,The Distributor Price (DP) is ₹865.0.,pricing,dp,GoPiles Syrup (500ml),DJP1084,DJ-HEA-0085,high,Price List,,dp djp1084,dp djp1084,GoPiles Syrup (500ml),internal_distributor_intent,
2960,How much is in one pack of Gas-O-Free (200ml)?,The pack size is 200ml.,informational,pack_size,Gas-O-Free (200ml),DJP1081,DJ-HEA-0082,high,Products Master,,how much one pack gas o free 200ml,how much one pack gas o free 200ml,Gas-O-Free (200ml),internal_distributor_intent,
2963,How much is in one pack of Orthofix Oil (100ml)?,The pack size is 100ml.,informational,pack_size,Orthofix Oil (100ml),DJP1099,DJ-HEA-0100,high,Products Master,,how much one pack orthofix oil 100ml,how much one pack orthofix oil 100ml,Orthofix Oil (100ml),internal_distributor_intent,
2965,How much BV for Kesham (100ml)?,The Business Volume (BV) is 24.0.,pricing,bv,Kesham (100ml),DJP1035,DJ-PER-0036,high,Price List,,how much bv kesham 100ml,how much bv kesham 100ml,Kesham (100ml),internal_distributor_intent,
3004,How much is in one pack of Gold Facial Kit?,The pack size is nan.,informational,pack_size,Gold Facial Kit,DJP1058,DJ-SKI-0059,high,Products Master,,how much one pack gold facial kit,how much one pack gold facial kit,Gold Facial Kit,internal_distributor_intent,
3010,DP of DJP1161,The Distributor Price (DP) is ₹135.0.,pricing,dp,English One-Page Compensation Plan (Set of 50 Leaflets),DJP1161,DJ-PRO-0162,high,Price List,,dp djp1161,dp djp1161,English One-Page Compensation Plan (Set of 50 Leaflets),internal_distributor_intent,
3014,How much is in one pack of Poha with Bhujia?,The pack size is nan.,informational,pack_size,Poha with Bhujia,DJP1024,DJ-FOO-0025,high,Products Master,,how much one pack poha bhujia,how much one pack poha bhujia,Poha with Bhujia,internal_distributor_intent,
3025,How much is in one pack of Seabuckthron Cleanser (30g)?,The pack size is 30g.,informational,pack_size,Seabuckthron Cleanser (30g),DJP1046,DJ-PER-0047,high,Products Master,,how much one pack seabuckthron cleanser 30g,how much one pack seabuckthron cleanser 30g,Seabuckthron Cleanser (30g),internal_distributor_intent,
3034,How much is in one pack of AGRI PRO PACKAGE?,The pack size is nan.,informational,pack_size,AGRI PRO PACKAGE,DJP1167,DJ-COM-0168,high,Products Master,,how much one pack agri pro package,how much one pack agri pro package,AGRI PRO PACKAGE,internal_distributor_intent,
3054,DP of DJP1142,The Distributor Price (DP) is ₹36.0.,pricing,dp,Perfect-Ion Leaflets (Set of 25),DJP1142,DJ-AQU-0143,high,Price List,,dp djp1142,dp djp1142,Perfect-Ion Leaflets (Set of 25),internal_distributor_intent,
3081,DP of DJP1046,The Distributor Price (DP) is ₹145.0.,pricing,dp,Seabuckthron Cleanser (30g),DJP1046,DJ-PER-0047,high,Price List,,dp djp1046,dp djp1046,Seabuckthron Cleanser (30g),internal_distributor_intent,
3092,DP of DJP1052,The Distributor Price (DP) is ₹139.0.,pricing,dp,Deep Cleansing Face Wash (100ml),DJP1052,DJ-PER-0053,high,Price List,,dp djp1052,dp djp1052,Deep Cleansing Face Wash (100ml),internal_distributor_intent,
3094,DP of DJP1099,The Distributor Price (DP) is ₹325.0.,pricing,dp,Orthofix Oil (100ml),DJP1099,DJ-HEA-0100,high,Price List,,dp djp1099,dp djp1099,Orthofix Oil (100ml),internal_distributor_intent,
3098,How much is in one pack of Ecofriendly Toothbrush (Pack of 2)?,The pack size is Pack of 2.,informational,pack_size,Ecofriendly Toothbrush (Pack of 2),DJP1032,DJ-PER-0033,high,Products Master,,how much one pack ecofriendly toothbrush pack 2,how much one pack ecofriendly toothbrush pack 2,Ecofriendly Toothbrush (Pack of 2),internal_distributor_intent,
3114,How much BV for Premium Suit Length (Black)?,The Business Volume (BV) is 2800.0.,pricing,bv,Premium Suit Length (Black),DJP1119,DJ-CLO-0120,high,Price List,,how much bv premium suit length black,how much bv premium suit length black,Premium Suit Length (Black),internal_distributor_intent,
3117,How much BV for N-astheal (60 Tab)?,The Business Volume (BV) is 465.0.,pricing,bv,N-astheal (60 Tab),DJP1097,DJ-HEA-0098,high,Price List,,how much bv n astheal 60 tab,how much bv n astheal 60 tab,N-astheal (60 Tab),internal_distributor_intent,
3159,DP of DJP1169,The Distributor Price (DP) is ₹18999.0.,pricing,dp,LEGEND PACKAGE,DJP1169,DJ-COM-0170,high,Price List,,dp djp1169,dp djp1169,LEGEND PACKAGE,internal_distributor_intent,
3192,DP of DJP1119,The Distributor Price (DP) is ₹5999.0.,pricing,dp,Premium Suit Length (Black),DJP1119,DJ-CLO-0120,high,Price List,,dp djp1119,dp djp1119,Premium Suit Length (Black),internal_distributor_intent,
3193,How much is in one pack of Golden Elixir - Nano Curcumin Drops (Pack of 2 Bottles - each 25ml)?,The pack size is Pack of 2 Bottles - each 25ml.,informational,pack_size,Golden Elixir - Nano Curcumin Drops (Pack of 2 Bottles - each 25ml),DJP1080,DJ-HEA-0081,high,Products Master,,how much one pack golden elixir nano curcumin drops pack 2 bottles each 25ml,how much one pack golden elixir nano curcumin drops pack 2 bottles each 25ml,Golden Elixir - Nano Curcumin Drops (Pack of 2 Bottles - each 25ml),internal_distributor_intent,
3239,DP of DJP1004,The Distributor Price (DP) is ₹245.0.,pricing,dp,Daily Tea (500g),DJP1004,DJ-FOO-0005,high,Price List,,dp djp1004,dp djp1004,Daily Tea (500g),internal_distributor_intent,
3254,How much BV for Anti Pollution Aloevera Face Wash (100ml)?,The Business Volume (BV) is 23.0.,pricing,bv,Anti Pollution Aloevera Face Wash (100ml),DJP1027,DJ-PER-0028,high,Price List,,how much bv anti pollution aloevera face wash 100ml,how much bv anti pollution aloevera face wash 100ml,Anti Pollution Aloevera Face Wash (100ml),internal_distributor_intent,
3260,How much is in one pack of Dhaniya Powder (500g)?,The pack size is 500g.,informational,pack_size,Dhaniya Powder (500g),DJP1007,DJ-FOO-0008,high,Products Master,,how much one pack dhaniya powder 500g,how much one pack dhaniya powder 500g,Dhaniya Powder (500g),internal_distributor_intent,
3269,How much is in one pack of GoPiles (60 Tab)?,The pack size is 60 Tab.,informational,pack_size,GoPiles (60 Tab),DJP1083,DJ-HEA-0084,high,Products Master,,how much one pack gopiles 60 tab,how much one pack gopiles 60 tab,GoPiles (60 Tab),internal_distributor_intent,
3300,How much BV for Hindi One-Page Compensation Plan (Set of 50 Leaflets)?,The Business Volume (BV) is 0.0.,pricing,bv,Hindi One-Page Compensation Plan (Set of 50 Leaflets),DJP1160,DJ-PRO-0161,high,Price List,,how much bv hindi one page compensation plan set 50 leaflets,how much bv hindi one page compensation plan set 50 leaflets,Hindi One-Page Compensation Plan (Set of 50 Leaflets),internal_distributor_intent,
3319,DP of DJP1104,The Distributor Price (DP) is ₹299.0.,pricing,dp,Shatavari Extract (60 Veg Capsules),DJP1104,DJ-HEA-0105,high,Price List,,dp djp1104,dp djp1104,Shatavari Extract (60 Veg Capsules),internal_distributor_intent,
3324,DP of DJP1034,The Distributor Price (DP) is ₹245.0.,pricing,dp,Hydra Aloevera Body Lotion (300ml),DJP1034,DJ-PER-0035,high,Price List,,dp djp1034,dp djp1034,Hydra Aloevera Body Lotion (300ml),internal_distributor_intent,
3328,DP of DJP1151,The Distributor Price (DP) is ₹40.0.,pricing,dp,Dayjoy Car Sticker,DJP1151,DJ-PRO-0152,high,Price List,,dp djp1151,dp djp1151,Dayjoy Car Sticker,internal_distributor_intent,
3340,How much is in one pack of AGRI STARTER PACKAGE?,The pack size is nan.,informational,pack_size,AGRI STARTER PACKAGE,DJP1168,DJ-COM-0169,high,Products Master,,how much one pack agri starter package,how much one pack agri starter package,AGRI STARTER PACKAGE,internal_distributor_intent,
3368,How much BV for Rai (250g)?,The Business Volume (BV) is 13.0.,pricing,bv,Rai (250g),DJP1019,DJ-FOO-0020,high,Price List,,how much bv rai 250g,how much bv rai 250g,Rai (250g),internal_distributor_intent,
3380,How much BV for Liquid Detergent (1Ltr.)?,The Business Volume (BV) is 74.0.,pricing,bv,Liquid Detergent (1Ltr.),DJP1117,DJ-HOM-0118,high,Price List,,how much bv liquid detergent 1ltr,how much bv liquid detergent 1ltr,Liquid Detergent (1Ltr.),internal_distributor_intent,
3387,DP of DJP1091,The Distributor Price (DP) is ₹1799.0.,pricing,dp,Kidney Kawach (300 g),DJP1091,DJ-HEA-0092,high,Price List,,dp djp1091,dp djp1091,Kidney Kawach (300 g),internal_distributor_intent,
3455,How much BV for LEGEND PACKAGE?,The Business Volume (BV) is 10000.0.,pricing,bv,LEGEND PACKAGE,DJP1169,DJ-COM-0170,high,Price List,,how much bv legend package,how much bv legend package,LEGEND PACKAGE,internal_distributor_intent,
3458,DP of DJP1128,The Distributor Price (DP) is ₹999.0.,pricing,dp,Prosperous+ (1 L),DJP1128,DJ-AGR-0129,high,Price List,,dp djp1128,dp djp1128,Prosperous+ (1 L),internal_distributor_intent,
3481,DP of DJP1057,The Distributor Price (DP) is ₹499.0.,pricing,dp,Face Serum (30ml),DJP1057,DJ-SKI-0058,high,Price List,,dp djp1057,dp djp1057,Face Serum (30ml),internal_distributor_intent,
3487,How much is in one pack of Eye Elixir Drops (10ml)?,The pack size is 10ml.,informational,pack_size,Eye Elixir Drops (10ml),DJP1086,DJ-HEA-0087,high,Products Master,,how much one pack eye elixir drops 10ml,how much one pack eye elixir drops 10ml,Eye Elixir Drops (10ml),internal_distributor_intent,
3514,How much is in one pack of Eye Health++ (60 Capsules)?,The pack size is 60 Capsules.,informational,pack_size,Eye Health++ (60 Capsules),DJP1087,DJ-HEA-0088,high,Products Master,,how much one pack eye health 60 capsules,how much one pack eye health 60 capsules,Eye Health++ (60 Capsules),internal_distributor_intent,
3528,How much BV for Prosperous+ (1 L)?,The Business Volume (BV) is 340.0.,pricing,bv,Prosperous+ (1 L),DJP1128,DJ-AGR-0129,high,Price List,,how much bv prosperous 1 l,how much bv prosperous 1 l,Prosperous+ (1 L),internal_distributor_intent,
3536,DP of DJP1121,The Distributor Price (DP) is ₹299.0.,pricing,dp,Dayjoy Necktie,DJP1121,DJ-CLO-0122,high,Price List,,dp djp1121,dp djp1121,Dayjoy Necktie,internal_distributor_intent,
3551,DP of DJP1028,The Distributor Price (DP) is ₹115.0.,pricing,dp,Aloevera Gel (100g),DJP1028,DJ-PER-0029,high,Price List,,dp djp1028,dp djp1028,Aloevera Gel (100g),internal_distributor_intent,
