intent_id,question,answer,intent_category,subcategory,product_name,product_code,sku,confidence,source_reference,notes,normalized_question,normalized_symptom,recommended_product,intent_bucket,approved_by,governance_reviewed,entities,required_tool,answer_source
3031,What is the MRP of Jaljeera (100g)?,The MRP is ₹65.0.,pricing,mrp,Jaljeera (100g),DJP1013,DJ-FOO-0014,high,Price List,,mrp jaljeera 100g,mrp jaljeera 100g,Jaljeera (100g),customer_safe_intent,,False,product_name=Jaljeera (100g); product_code=DJP1013; sku=DJ-FOO-0014; recommended_product=Jaljeera (100g),pricing_database,canonical_pricing
3034,How much is in one pack of AGRI PRO PACKAGE?,The pack size is nan.,informational,pack_size,AGRI PRO PACKAGE,DJP1167,DJ-COM-0168,high,Products Master,,how much one pack agri pro package,how much one pack agri pro package,AGRI PRO PACKAGE,internal_distributor_intent,,False,product_name=AGRI PRO PACKAGE; product_code=DJP1167; sku=DJ-COM-0168; recommended_product=AGRI PRO PACKAGE,product_database,canonical_product
3045,Do you have Shatavari Extract (60 Veg Capsules)?,"Yes, Shatavari Extract (60 Veg Capsules) is available. Code: DJP1104",transactional,availability,Shatavari Extract (60 Veg Capsules),DJP1104,DJ-HEA-0105,high,Products Master,,do you have shatavari extract 60 veg capsules,do you have shatavari extract 60 veg capsules,Shatavari Extract (60 Veg Capsules),customer_safe_intent,,False,product_name=Shatavari Extract (60 Veg Capsules); product_code=DJP1104; sku=DJ-HEA-0105; recommended_product=Shatavari Extract (60 Veg Capsules),product_database,canonical_product
3048,What is the MRP of Anti Pollution Aloevera Face Wash (100ml)?,The MRP is ₹135.0.,pricing,mrp,Anti Pollution Aloevera Face Wash (100ml),DJP1027,DJ-PER-0028,high,Price List,,mrp anti pollution aloevera face wash 100ml,mrp anti pollution aloevera face wash 100ml,Anti Pollution Aloevera Face Wash (100ml),customer_safe_intent,,False,product_name=Anti Pollution Aloevera Face Wash (100ml); product_code=DJP1027; sku=DJ-PER-0028; recommended_product=Anti Pollution Aloevera Face Wash (100ml),pricing_database,canonical_pricing
3054,DP of DJP1142,The Distributor Price (DP) is ₹36.0.,pricing,dp,Perfect-Ion Leaflets (Set of 25),DJP1142,DJ-AQU-0143,high,Price List,,dp djp1142,dp djp1142,Perfect-Ion Leaflets (Set of 25),internal_distributor_intent,,False,product_name=Perfect-Ion Leaflets (Set of 25); product_code=DJP1142; sku=DJ-AQU-0143; recommended_product=Perfect-Ion Leaflets (Set of 25),pricing_database,canonical_pricing
3055,Which product is good for Lack of libido?,"Based on Dayjoy recommendations, you may consider ADILAFORTE TABLET. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,,lack libido,lack libido,,customer_safe_intent,,False,symptom=lack libido,rag_retrieval,rag_chunk
3070,"Which is better, Perfect-Ion Testing Solutions or New Perfect-Ion?",Both are excellent AQUA ESSENTIALS products. Choose based on your specific health or personal care needs. Consult the Dayjoy product guide.,comparison,alternative,,,,medium,General Guidance,,better perfect ion testing solutions or new perfect ion,better perfect ion testing solutions or new perfect ion,,customer_safe_intent,,False,,product_database,canonical_product
3071,What is the MRP of Dishwash Liquid Gel (500ml)?,The MRP is ₹189.0.,pricing,mrp,Dishwash Liquid Gel (500ml),DJP1115,DJ-HOM-0116,high,Price List,,mrp dishwash liquid gel 500ml,mrp dishwash liquid gel 500ml,Dishwash Liquid Gel (500ml),customer_safe_intent,,False,product_name=Dishwash Liquid Gel (500ml); product_code=DJP1115; sku=DJ-HOM-0116; recommended_product=Dishwash Liquid Gel (500ml),pricing_database,canonical_pricing
3073,What is the MRP of Organic Jeera (250g)?,The MRP is ₹199.0.,pricing,mrp,Organic Jeera (250g),DJP1014,DJ-FOO-0015,high,Price List,,mrp organic jeera 250g,mrp organic jeera 250g,Organic Jeera (250g),customer_safe_intent,,False,product_name=Organic Jeera (250g); product_code=DJP1014; sku=DJ-FOO-0015; recommended_product=Organic Jeera (250g),pricing_database,canonical_pricing
3075,What is New Dayjoy Product Brochure (Telugu)?,New Dayjoy Product Brochure (Telugu) is a PROMOTION TOOLS product by Dayjoy.,informational,product_info,New Dayjoy Product Brochure (Telugu),DJP1156,DJ-PRO-0157,high,Products Master,,new dayjoy brochure telugu,new dayjoy brochure telugu,New Dayjoy Product Brochure (Telugu),customer_safe_intent,,False,product_name=New Dayjoy Product Brochure (Telugu); product_code=DJP1156; sku=DJ-PRO-0157; recommended_product=New Dayjoy Product Brochure (Telugu),product_database,canonical_product
3081,DP of DJP1046,The Distributor Price (DP) is ₹145.0.,pricing,dp,Seabuckthron Cleanser (30g),DJP1046,DJ-PER-0047,high,Price List,,dp djp1046,dp djp1046,Seabuckthron Cleanser (30g),internal_distributor_intent,,False,product_name=Seabuckthron Cleanser (30g); product_code=DJP1046; sku=DJ-PER-0047; recommended_product=Seabuckthron Cleanser (30g),pricing_database,canonical_pricing
3086,Are JoyCalcium (2 Litre) and Black Salt Sprinkler (200g) the same?,"No, JoyCalcium (2 Litre) is in AGRICULTURE & VETERINARY while Black Salt Sprinkler (200g) is in FOOD PRODUCTS.",comparison,category_difference,,,,high,Products Master,,joycalcium 2 litre and black salt sprinkler 200g same,joycalcium 2 litre and black salt sprinkler 200g same,,customer_safe_intent,,False,,product_database,canonical_product
3092,DP of DJP1052,The Distributor Price (DP) is ₹139.0.,pricing,dp,Deep Cleansing Face Wash (100ml),DJP1052,DJ-PER-0053,high,Price List,,dp djp1052,dp djp1052,Deep Cleansing Face Wash (100ml),internal_distributor_intent,,False,product_name=Deep Cleansing Face Wash (100ml); product_code=DJP1052; sku=DJ-PER-0053; recommended_product=Deep Cleansing Face Wash (100ml),pricing_database,canonical_pricing
3094,DP of DJP1099,The Distributor Price (DP) is ₹325.0.,pricing,dp,Orthofix Oil (100ml),DJP1099,DJ-HEA-0100,high,Price List,,dp djp1099,dp djp1099,Orthofix Oil (100ml),internal_distributor_intent,,False,product_name=Orthofix Oil (100ml); product_code=DJP1099; sku=DJ-HEA-0100; recommended_product=Orthofix Oil (100ml),pricing_database,canonical_pricing
3096,Is AcneX Anti-Acne Foaming Cleanser (100ml) a food product?,It is categorized under SKIN CARE.,informational,product_category,AcneX Anti-Acne Foaming Cleanser (100ml),DJP1062,DJ-SKI-0063,high,Products Master,,acnex anti acne foaming cleanser 100ml food,acnex anti acne foaming cleanser 100ml food,AcneX Anti-Acne Foaming Cleanser (100ml),customer_safe_intent,,False,product_name=AcneX Anti-Acne Foaming Cleanser (100ml); product_code=DJP1062; sku=DJ-SKI-0063; recommended_product=AcneX Anti-Acne Foaming Cleanser (100ml),product_database,canonical_product
3097,Is Prosperous+ (1 L) a food product?,It is categorized under AGRICULTURE & VETERINARY.,informational,product_category,Prosperous+ (1 L),DJP1128,DJ-AGR-0129,high,Products Master,,prosperous 1 l food,prosperous 1 l food,Prosperous+ (1 L),customer_safe_intent,,False,product_name=Prosperous+ (1 L); product_code=DJP1128; sku=DJ-AGR-0129; recommended_product=Prosperous+ (1 L),product_database,canonical_product
3098,How much is in one pack of Ecofriendly Toothbrush (Pack of 2)?,The pack size is Pack of 2.,informational,pack_size,Ecofriendly Toothbrush (Pack of 2),DJP1032,DJ-PER-0033,high,Products Master,,how much one pack ecofriendly toothbrush pack 2,how much one pack ecofriendly toothbrush pack 2,Ecofriendly Toothbrush (Pack of 2),internal_distributor_intent,,False,product_name=Ecofriendly Toothbrush (Pack of 2); product_code=DJP1032; sku=DJ-PER-0033; recommended_product=Ecofriendly Toothbrush (Pack of 2),product_database,canonical_product
3099,Is Hydra Aloevera Body Lotion (300ml) a food product?,It is categorized under PERSONAL CARE.,informational,product_category,Hydra Aloevera Body Lotion (300ml),DJP1034,DJ-PER-0035,high,Products Master,,hydra aloevera body lotion 300ml food,hydra aloevera body lotion 300ml food,Hydra Aloevera Body Lotion (300ml),customer_safe_intent,,False,product_name=Hydra Aloevera Body Lotion (300ml); product_code=DJP1034; sku=DJ-PER-0035; recommended_product=Hydra Aloevera Body Lotion (300ml),product_database,canonical_product
3107,Are Organic Jeera (250g) and N-astheal (60 Tab) the same?,"No, Organic Jeera (250g) is in FOOD PRODUCTS while N-astheal (60 Tab) is in HEALTH CARE.",comparison,category_difference,,,,high,Products Master,,organic jeera 250g and n astheal 60 tab same,organic jeera 250g and n astheal 60 tab same,,customer_safe_intent,,False,,product_database,canonical_product
3112,What is Aloevera with Guava Juice (1L)?,Aloevera with Guava Juice (1L) is a HEALTH CARE product by Dayjoy.,informational,product_info,Aloevera with Guava Juice (1L),DJP1073,DJ-HEA-0074,high,Products Master,,aloevera guava juice 1l,aloevera guava juice 1l,Aloevera with Guava Juice (1L),customer_safe_intent,,False,product_name=Aloevera with Guava Juice (1L); product_code=DJP1073; sku=DJ-HEA-0074; recommended_product=Aloevera with Guava Juice (1L),product_database,canonical_product
3114,How much BV for Premium Suit Length (Black)?,The Business Volume (BV) is 2800.0.,pricing,bv,Premium Suit Length (Black),DJP1119,DJ-CLO-0120,high,Price List,,how much bv premium suit length black,how much bv premium suit length black,Premium Suit Length (Black),internal_distributor_intent,,False,product_name=Premium Suit Length (Black); product_code=DJP1119; sku=DJ-CLO-0120; recommended_product=Premium Suit Length (Black),pricing_database,canonical_pricing
3117,How much BV for N-astheal (60 Tab)?,The Business Volume (BV) is 465.0.,pricing,bv,N-astheal (60 Tab),DJP1097,DJ-HEA-0098,high,Price List,,how much bv n astheal 60 tab,how much bv n astheal 60 tab,N-astheal (60 Tab),internal_distributor_intent,,False,product_name=N-astheal (60 Tab); product_code=DJP1097; sku=DJ-HEA-0098; recommended_product=N-astheal (60 Tab),pricing_database,canonical_pricing
3128,Are English One-Page Compensation Plan (Set of 25 Leaflets) and Haldi Powder (200g) the same?,"No, English One-Page Compensation Plan (Set of 25 Leaflets) is in PROMOTION TOOLS while Haldi Powder (200g) is in FOOD PRODUCTS.",comparison,category_difference,,,,high,Products Master,,english one page compensation plan set 25 leaflets and haldi powder 200g same,english one page compensation plan set 25 leaflets and haldi powder 200g same,,customer_safe_intent,,False,,product_database,canonical_product
3146,Do you have Liquid Detergent (1Ltr.)?,"Yes, Liquid Detergent (1Ltr.) is available. Code: DJP1117",transactional,availability,Liquid Detergent (1Ltr.),DJP1117,DJ-HOM-0118,high,Products Master,,do you have liquid detergent 1ltr,do you have liquid detergent 1ltr,Liquid Detergent (1Ltr.),customer_safe_intent,,False,product_name=Liquid Detergent (1Ltr.); product_code=DJP1117; sku=DJ-HOM-0118; recommended_product=Liquid Detergent (1Ltr.),product_database,canonical_product
3149,What is Poha with Bhujia?,Poha with Bhujia is a FOOD PRODUCTS product by Dayjoy.,informational,product_info,Poha with Bhujia,DJP1024,DJ-FOO-0025,high,Products Master,,poha bhujia,poha bhujia,Poha with Bhujia,customer_safe_intent,,False,product_name=Poha with Bhujia; product_code=DJP1024; sku=DJ-FOO-0025; recommended_product=Poha with Bhujia,product_database,canonical_product
3152,What is Daily Tea (500g)?,Daily Tea (500g) is a FOOD PRODUCTS product by Dayjoy.,informational,product_info,Daily Tea (500g),DJP1004,DJ-FOO-0005,high,Products Master,,daily tea 500g,daily tea 500g,Daily Tea (500g),customer_safe_intent,,False,product_name=Daily Tea (500g); product_code=DJP1004; sku=DJ-FOO-0005; recommended_product=Daily Tea (500g),product_database,canonical_product
3159,DP of DJP1169,The Distributor Price (DP) is ₹18999.0.,pricing,dp,LEGEND PACKAGE,DJP1169,DJ-COM-0170,high,Price List,,dp djp1169,dp djp1169,LEGEND PACKAGE,internal_distributor_intent,,False,product_name=LEGEND PACKAGE; product_code=DJP1169; sku=DJ-COM-0170; recommended_product=LEGEND PACKAGE,pricing_database,canonical_pricing
3164,Is Adila Forte (60 Tab) a food product?,It is categorized under HEALTH CARE.,informational,product_category,Adila Forte (60 Tab),DJP1069,DJ-HEA-0070,high,Products Master,,adila forte 60 tab food,adila forte 60 tab food,Adila Forte (60 Tab),customer_safe_intent,,False,product_name=Adila Forte (60 Tab); product_code=DJP1069; sku=DJ-HEA-0070; recommended_product=Adila Forte (60 Tab),product_database,canonical_product
3169,Tell me about Mirchi Powder (25g),This is a premium product under Aayushmaan / YumDum / Total Joy.,informational,product_discovery,Mirchi Powder (25g),DJP1016,DJ-FOO-0017,high,Products Master,,tell about mirchi powder 25g,tell about mirchi powder 25g,Mirchi Powder (25g),customer_safe_intent,,False,product_name=Mirchi Powder (25g); product_code=DJP1016; sku=DJ-FOO-0017; recommended_product=Mirchi Powder (25g),product_database,canonical_product
3173,"Is T-shirt New Design (L, M, XL) a food product?",It is categorized under CLOTHING.,informational,product_category,"T-shirt New Design (L, M, XL)",DJP1122,DJ-CLO-0123,high,Products Master,,t shirt new design l m xl food,t shirt new design l m xl food,"T-shirt New Design (L, M, XL)",customer_safe_intent,,False,"product_name=T-shirt New Design (L, M, XL); product_code=DJP1122; sku=DJ-CLO-0123; recommended_product=T-shirt New Design (L, M, XL)",product_database,canonical_product
3177,What is Ample Meal - Meal Replacement Nutritional Shake (500g)?,Ample Meal - Meal Replacement Nutritional Shake (500g) is a HEALTH CARE product by Dayjoy.,informational,product_info,Ample Meal - Meal Replacement Nutritional Shake (500g),DJP1109,DJ-HEA-0110,high,Products Master,,ample meal meal replacement nutritional shake 500g,ample meal meal replacement nutritional shake 500g,Ample Meal - Meal Replacement Nutritional Shake (500g),customer_safe_intent,,False,product_name=Ample Meal - Meal Replacement Nutritional Shake (500g); product_code=DJP1109; sku=DJ-HEA-0110; recommended_product=Ample Meal - Meal Replacement Nutritional Shake (500g),product_database,canonical_product
3190,Is Amara Beauty Kajal a food product?,It is categorized under COLOR COSMETICS.,informational,product_category,Amara Beauty Kajal,DJP1063,DJ-COL-0064,high,Products Master,,amara beauty kajal food,amara beauty kajal food,Amara Beauty Kajal,customer_safe_intent,,False,product_name=Amara Beauty Kajal; product_code=DJP1063; sku=DJ-COL-0064; recommended_product=Amara Beauty Kajal,product_database,canonical_product
3192,DP of DJP1119,The Distributor Price (DP) is ₹5999.0.,pricing,dp,Premium Suit Length (Black),DJP1119,DJ-CLO-0120,high,Price List,,dp djp1119,dp djp1119,Premium Suit Length (Black),internal_distributor_intent,,False,product_name=Premium Suit Length (Black); product_code=DJP1119; sku=DJ-CLO-0120; recommended_product=Premium Suit Length (Black),pricing_database,canonical_pricing
3193,How much is in one pack of Golden Elixir - Nano Curcumin Drops (Pack of 2 Bottles - each 25ml)?,The pack size is Pack of 2 Bottles - each 25ml.,informational,pack_size,Golden Elixir - Nano Curcumin Drops (Pack of 2 Bottles - each 25ml),DJP1080,DJ-HEA-0081,high,Products Master,,how much one pack golden elixir nano curcumin drops pack 2 bottles each 25ml,how much one pack golden elixir nano curcumin drops pack 2 bottles each 25ml,Golden Elixir - Nano Curcumin Drops (Pack of 2 Bottles - each 25ml),internal_distributor_intent,,False,product_name=Golden Elixir - Nano Curcumin Drops (Pack of 2 Bottles - each 25ml); product_code=DJP1080; sku=DJ-HEA-0081; recommended_product=Golden Elixir - Nano Curcumin Drops (Pack of 2 Bottles - each 25ml),product_database,canonical_product
3234,What is the MRP of Dayjoy Pin?,The MRP is ₹150.0.,pricing,mrp,Dayjoy Pin,DJP1152,DJ-PRO-0153,high,Price List,,mrp dayjoy pin,mrp dayjoy pin,Dayjoy Pin,customer_safe_intent,,False,product_name=Dayjoy Pin; product_code=DJP1152; sku=DJ-PRO-0153; recommended_product=Dayjoy Pin,pricing_database,canonical_pricing
3239,DP of DJP1004,The Distributor Price (DP) is ₹245.0.,pricing,dp,Daily Tea (500g),DJP1004,DJ-FOO-0005,high,Price List,,dp djp1004,dp djp1004,Daily Tea (500g),internal_distributor_intent,,False,product_name=Daily Tea (500g); product_code=DJP1004; sku=DJ-FOO-0005; recommended_product=Daily Tea (500g),pricing_database,canonical_pricing
3244,"I have Abnormal or weak reflexes, what should I take?","Dayjoy suggests GOLDEN ELIXIR OR SEA BUCKTHORN JUICE OR SUPER RICH BERRY JUICE OR SUPER FOOD CAPSULE OR OMEGA 3-6-9 SOFTGEL CAPSULES for Abnormal or weak reflexes. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included,have abnormal or weak reflexes,have abnormal or weak reflexes,,customer_safe_intent,,False,symptom=have abnormal or weak reflexes,rag_retrieval,rag_chunk
3251,Are GoPiles Syrup (500ml) and Luxury Saffron Soap (100g) the same?,"No, GoPiles Syrup (500ml) is in HEALTH CARE while Luxury Saffron Soap (100g) is in PERSONAL CARE.",comparison,category_difference,,,,high,Products Master,,gopiles syrup 500ml and luxury saffron soap 100g same,gopiles syrup 500ml and luxury saffron soap 100g same,,customer_safe_intent,,False,,product_database,canonical_product
